Antibody Code,Antibody Name,Target Name,Pan or P-Site,Antibody Type,Target Full Name,Target Uniprot ID,Target Refseq ID
PN758,,IKKg (NEMO),S377,,I-kappa-B kinase gamma/NF-kappa-B essential modulator,Q9Y6K9,NP_001093327.1
PN759,,MAT1A,T341,,,Q00266,
PN760,,MPL,Y591,,,P40238,
PN761,,NF1,Y2577,,,P21359,
PN762,,NOS1,S746,,"Nitric oxide synthase, brain",P29475,NP_000611.1
PN763,,NOS2,Y151,,,P35228,
PN764,,NPM1,S125,,,P06748,
PN766,,ODC1,T93,,,P11926,
PN767,,PBRM1,Pan-specific,,,Q86U86,
PN768,,PCK1,S118,,,P35558,
PN769,,PFKFB3,S467,,,Q16875,
PN770,,PFKL,S775,,,P17858,
PN771,,PFKP,Pan-specific,,,Q01813,
PN772,,PKM2,Y105,,,P14618,
PN773,,PKM2,Y370,,,P14618,
PN774,,PLCG1,Y771+Y775,,,P19174,
PN775,,PLCG2 (PLC R),Y759,,,P16885,
PN776,,PLCG2 (PLC R),Y1217,,,P16885,
PN777,,PPFIBP1,S599+S601,,,Q86W92,
PN778,,RUNX1 (AML1),Pan-specific,,,Q01196,
PN779,,SETD2,S2080+S2082,,,Q9BYW2,
PN780,,TPH1,T225+S228,,,P17752,
PN781,,TSC1,S505,,,Q92574,
PN782,,UGDH,Y352,,,O60701,
PN783,,VHL,S111,,,P40337,
PN784,,ADRB2,S355+S356,,,P07550,
PN785,,AGTR1,S335+T336+S338,,,P30556,
PN787,,AVPR1A,T378+S380,,,X5D2B0,
PN788,,BKR2,S366+T369,,,P30411,
PN789,,BRCA2,S70,,,P51587,
PN790,,CHRM1,S451+T455+S457,,,P11229,
PN792,,CNR2,S335+S336+T338,,,P34972,
PN793,,CREBBP,S121+S124,,,Q92793,
PN794,,DARPP32 (PPP1R1B),Y74,,,Q9UD71,
PN795,,DOR1,T358+T361+S363,,,Q96MW5,
PN796,,GABBR1 (GABA B Receptor 1; GPRC3A),T873,,,Q9UBS5,
PN797,,IKZF1,S361+S364,,,Q13422,
PN798,,KMT2C,S4267,,,Q8NEZ4,
PN799,,KOR-1,Y369,,,P41145,
PN800,,LTB4R,T308+S310,,,Q15722,
PN801,,MLL,S2196,,,Q03164,
PN802,,MOR1 (mu opiod receptor),T372+S377+T378,,,P35372,
PN803,,P2RY1 (P2Y purinoceptor 1),S352+S354,,,P47900,
PN804,,SSTR2,S341+S343,,,P30874,
PN805,,TBXA2R,S329+S331,,,P21731,
PN806,,TRHR,S364+T365,,,P34981,
PN807,,ADD1 (Adducin-a),S726,,,P35611,
PN808,,APP (A4; ABPP; Amyloid beta),T743,,,P05067,
PN809,,APP (A4; ABPP; Amyloid beta),Y757,,,P05067,
PN810,,BCKDHA,Pan-specific,,,P12694,
PN811,,Bcl2,Pan-specific,,,P10415,
PN812,,CFL1 (Cofilin-1),S3,,,P23528,
PN813,,Cofilin 1 (CFL1),Y140,,,P23528,
PN814,,CRMP2 (DPYSL2),T509,,,Q16555,
PN815,,CRMP2 (DPYSL2),S522,,,Q16555,
PN816,,CTNNB1 (Catenin-b),S33+S37,,,P35222,
PN818,,DARPP32 (PPP1R1B),T75,,,Q9UD71,
PN819,,eIF4B,S504,,,P23588,
PN820,,eIF2a,Pan-specific,,,Q9BY44,
PN821,,FOXO3 (FKHRL1),S253,,,O43524,
PN822,,GluR1,S849,,,P42261,
PN823,,GluR2,Y876,,,P42262,
PN824,,H2AFX (H2AX; Histone H2A.X),S140,,,P16104,
PN825,,HDAC4,S632,,,P56524,
PN826,,H3F3A (HIST1H3A; Histone H3A),S10,,,P84243,
PN827,,Huntingtin (HTT),Pan-specific,,,P42858,
PN828,,Huntingtin (HTT),Pan-specific,,,P42858,
PN829,,Huntingtin (HTT),S421,,,P42858,
PN831,,IRS1,S636+S639,,,P35568,
PN832,,Kv4.2,S963,,,Q9NZV8,
PN833,,Kv4.2,T602+T607,,,Q9NZV8,
PN834,,MAP2,T1613+T1616+T1619,,,P50579,
PN835,,MAP2,S1782,,,P50579,
PN836,,MRLC1,T19+S20,,,P24844,
PN837,,Nav1.2,S568,,,Q99250,
PN838,,NMDAR2A NMDA (GRIN2A; Glutamate [NMDA] receptor subunit epsilon-1),Y943,,,Q12879,
PN839,,NMDAR2A NMDA (GRIN2A; Glutamate [NMDA] receptor subunit epsilon-1),Y1325,,,Q12879,
PN841,,NMDAR1 (NR1),S897,,,Q05586,
PN842,,NRF2,S40,,,Q16236,
PN843,,NR2B (GRIN2B),Y1474,,,Q13224,
PN844,,OSBP (Oxysterol-binding protein 1),S240,,,P22059,
PN846,,PSD95,S295,,,P78352,
PN847,,Rb (RB1),S807+S811,,,P06400,
PN849,,SNCA (a-Synuclein),Pan-specific,,,P37840,
PN850,,SNCA (a-Synuclein),Y39,,,P37840,
PN851,,SP4,S770,,,Q02446,
PN852,,STX1B,S14,,,P61266,
PN853,,SYN1 (Synapsin 1),S551+S553,,,P17600,
PN854,,SYN1 (Synapsin 1),S605,,,P17600,
PN855,,Tau (MAPT),T498,,,P10636,
PN856,,Tau (MAPT),S515+S516+S519,,,P10636,
PN857,,Tau (MAPT),T529+T534,,,P10636,
PN858,,Tau (MAPT),Pan-specific,,,P10636,
PN859,,TP53 (p53),S15,,Cellular tumor antigen p53,P04637,NP_000537.3
PN861,,p73 (TP73),Y99,,,O15350,
PN862,,KRAS (K-Ras; KRAS2; RASK2),S181,,,P01116,
PN863,,ACACA (ACC1; ACCA),S80,,,Q13085,
PN864,,ARID1A,Y1508,,,O14497,
PN866,,ADD1,T724+pS726,,,P35611,
PN867,,ADD1,Y35,,,P35611,
PN868,,ADD1,Y550,,,P35611,
PN869,,ALS2,S483,,,Q96Q42,
PN870,,ALS2,S492,,,Q96Q42,
PN871,,ANXA11,Y482,,,P50995,
PN872,,CHMP2B,S199,,,Q9UQN3,
PN873,,DCTN1,S105+T108,,,Q14203,
PN874,,DCTN1,S541,,,Q14203,
PN875,,DCTN1,T1152+S1153,,,Q14203,
PN876,,FUS,S277,,,P35637,
PN877,,FUS,S340,,,P35637,
PN878,,FUS,Y468,,,P35637,
PN879,,HNRNPA1,S4+pS6,,,P09651,
PN880,,HNRNPA1,Y347,,,P09651,
PN881,,KIF5A,S155,,,Q12840,
PN882,,KIF5A,S176,,,Q12840,
PN883,,MATR3,S188,,,P43243,
PN884,,MATR3,S248+pY250,,,P43243,
PN885,,MATR3,S533,,,P43243,
PN886,,MATR3,S596+pS598,,,P43243,
PN887,,MATR3,T130,,,P43243,
PN888,,MATR3,Y219,,,P43243,
PN892,,NF-L,Y432,,,Q14494,
PN893,,NF-M,S620,,,P07197,
PN894,,NF-M,Y320,,,P07197,
PN895,,OPTN,S177,,,Q96CV9,
PN896,,OPTN,S342,,,Q96CV9,
PN897,,OPTN,S526+S528,,,Q96CV9,
PN898,,PFN1,Y60,,,P07737,
PN899,,PSD95,S561,,,P78352,
PN900,,PSD95,S73,,,P78352,
PN901,,PSD95,Y240,,,P78352,
PN903,,SOD1,S108,,,P00441,
PN904,,SOD1,S99,,,P00441,
PN905,,SOD1,T40,,,P00441,
PN906,,SPG11,S1955,,,Q96JI7,
PN907,,SPG11,S1961,,,Q96JI7,
PN908,,SQSTM1,S403,,,Q13501,
PN909,,SQSTM1,T269+pS272,,,Q13501,
PN910,,SQSTM1,T339+pS342,,,Q13501,
PN911,,STLK6,S304+pS306,,,Q9C0K7,
PN912,,TDP-43,S183,,,Q13148,
PN913,,TDP-43,S403+pS404,,,Q13148,
PN914,,TDP-43,S48,,,Q13148,
PN915,,TUBA4A,Y103,,,P68366,
PN916,,TUBA4A,Y210,,,P68366,
PN918,,UBQLN2,S222,,,Q9UHD9,
PN919,,UBQLN2,S256,,,Q9UHD9,
PN920,,UBQLN2,T128,,,Q9UHD9,
PN921,,VAPB,S206,,,O95292,
PN922,,VAPB,T150,,,O95292,
PN923,,VAPB,T164,,,O95292,
PN924,,VAPB,T46,,,O95292,
PN925,,VCP,S37,,,P55072,
PN926,,VCP,S702,,,P55072,
PN927,,VCP,T316,,,P55072,
PN928,,VCP,T509,,,P55072,
PN929,,VCP,T56,,,P55072,
PN930,,VCP,T761,,,P55072,
PN931,,AChE,Y164,,,Q04844,
PN932,,AKAP12,Pan-specific,,,Q02952,
PN933,,AKAP12,S696,,,Q02952,
PN934,,AP2B1,Y276,,,P63010,
PN935,,AP2M1,T156,,,Q96CW1,
PN936,,AP3B1,S276,,,O00203,
PN937,,AP3B2,S272,,,Q13367,
PN938,,CACNB1,T499,,,Q02641,
PN939,,CHRNA9,Y374,,,Q9UGM1,
PN940,,CHRNA9,Y430,,,Q9UGM1,
PN941,,CLTC,Y634,,,Q00610,
PN942,,CNTN1,Y742,,,Q12860,
PN943,,CRMP2,T514,,,Q16555,
PN944,,CRMP2,Y499,,,Q16555,
PN945,,CTNNB1,S552,,,P35222,
PN946,,CTNNB1,S675,,,P35222,
PN947,,DAG1,T790,,,Q14118,
PN948,,Dlg1,Y760,,,Q12959,
PN949,,Dlg1,Y784,,,Q12959,
PN950,,DNM2,S764,,,P50570,
PN951,,DNM2,Y597,,,P50570,
PN952,,DOK7,Y395,,,Q18PE1,
PN953,,DOK7,Y405,,,Q18PE1,
PN954,,DTNA,T504,,,Q9Y4J8,
PN956,,eIF4E,S209,,,P06730,
PN957,,GABPA,S303,,,Q06546,
PN958,,GABPA,Y380+pY381,,,Q06546,
PN959,,GABPB1,Y364,,,Q06547,
PN960,,IRS1,Y612,,,P35568,
PN961,,L1CAM,T1172,,,P32004,
PN962,,L1CAM,Y1176,,,P32004,
PN963,,LMNA,S301,,,P02545,
PN964,,LMNA,S390+pS392,,,P02545,
PN965,,LMNA,S458,,,P02545,
PN966,,LMNA,T19+S22,,,P02545,
PN967,,LRP4,S1887,,,O75096,
PN968,,MBP,Y203,,,P02686,
PN969,,NCAM1,S784,,,P13591,
PN970,,NFH,S532,,,P12036,
PN971,,NFH,S606,,,P12036,
PN972,,NFH,S648,,,P12036,
PN973,,NGFR,T293,,,P08138,
PN975,,NPM,S4,,,P06748,
PN976,,NPM,T199,,,P06748,
PN977,,PSEN1,T354,,,A0A0S2Z4D2,
PN978,,RB,T373,,,P06400,
PN979,,Rictor,S21,,,Q6R327,
PN980,,Rictor,T1135,,,Q6R327,
PN981,,RPTOR,S859+pS863,,,Q8N122,
PN982,,RPTOR,T706,,,Q8N122,
PN983,,RTN4,S107,,,Q9NQC3,
PN984,,SAC3,Y631,,,Q92562,
PN985,,Shc1,Y349+pY350,,,P29353,
PN986,,Shc1,Y427,,,P29353,
PN987,,Shc3,Y406,,,Q92529,
PN988,,Shc4,Y424,,,Q6S5L8,
PN989,,SLC2A1,T478,,,P11166,
PN990,,SNAP25,S187,,,P60880,
PN991,,SNAP25,T138,,,P60880,
PN992,,STXBP1,S313,,,P61764,
PN993,,STXBP1,T574,,,P61764,
PN994,,STXBP1,Y473,,,P61764,
PN995,,SYNJ1,S1084,,,O43426,
PN996,,SYNJ1,Y784+pY786,,,O43426,
PN997,,SYT1,T129,,,P21579,
PN998,,SYT1,Y312,,,P21579,
PN999,,SYT1,Y381,,,P21579,
PP001,,PP1/Ca,T320,,Protein-serine phosphatase 1 - catalytic subunit - alpha isoform,P62136,NP_002699
PP002,PTEN-S370,PTEN,S370,Rabbit polyclonal,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and protein phosphatase and tensin homolog deleted on chromosome 10",P60484,NP_000305
PP003,,PTEN,S380+T382+S385,,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and protein phosphatase and tensin homolog deleted on chromosome 10",P60484,NP_000305  
PP004,,PTP1D,S580,,"Protein-tyrosine phosphatase 1D (SHP2, SHPTP2, Syp, PTP2C, PTPN11)",Q06124,NP_002825
PP005,,Cdc25C,S216,,Cell division cycle 25C phosphatase,P30307,NP_002882.3
PP006,,PTEN,S380+T382+T383,,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and protein phosphatase and tensin homolog deleted on chromosome 10",P60484,NP_000305  
PP006-1,,PTEN,S380+T382+T383,,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and protein phosphatase and tensin homolog deleted on chromosome 10",P60484,NP_000305  
PP006-2,,PTEN,S380,,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and protein phosphatase and tensin homolog deleted on chromosome 10",P60484,NP_000305
PP007,,PP2A/Ca (PPP2CA),Y307,,Protein-serine phosphatase 2A - catalytic subunit - alpha and beta isoform,P67775,NP_002706.1
PP008,,PTPN11 (PTP1D; PTP2C; SHP2; SHPTP2; Syp),T542,,Tyrosine-protein phosphatase non-receptor type 11,Q06124,NP_002825
PP500,,HePTP (PTPN7),S44,,,P35236,
PP501,,HePTP (PTPN7),T66,,,P35236,
PP502,,PP1/Cb (PPP1CB),T316,,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,P62140,NP_996759.1
PP503,,PPP1R12B,T646,,Protein phosphatase 1 regulatory subunit 12B,O60237,NP_002472.2
PP504,,PP2A/Ca (PPP2CA),Y307,,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,P67775,NP_002706.1
PP505,,PPP2CB,T304,,,P62714,
PP506,,PPP3CC (Calcinerin Ag),Pan-specific,,,P48454,
PP507,,PPP5C,Y119,,Serine/threonine-protein phosphatase 5,P53041,NP_006238.1
PP508,,PP2Ca (PPM1A; PPPM1A)/'PP2Cb (PPM1B; PPPM1B),Y362,,Protein phosphatase 1A,P35813,NP_066283.1
PP509,,PTPN1 (PTP1B),S50,,,P18031,
PP510,,PTPN1 (PTP1B),Y66,,,P18031,
PP512,,PTPN11 (PTP1D; PTP2C; SHP2; SHPTP2; Syp),Y62,,,Q06124,
PP513,,"PTPN12 (PTP-PEST, PTPG1)",S39,,"Protein-tyrosine phosphatase, non-receptor type 12",Q05209,NP_002826.3
PP514,,PTPN14,Pan-specific,,,Q15678,
PP515,,PTPN2,S304,,Tyrosine-protein phosphatase non-receptor type 2,P17706,NP_002819.2
PP516,,PTPN21,S637,,,Q16825,
PP517,,PTPN22,Y499,,,Q9Y2R2,
PP518,,PTPN23 (HD-PTP),Y1165,,,Q9H3S7,
PP519,,PTPN3 (PTP-H1),S357+S359,,,P26045,
PP520,,PTPN6 (PTP1C; SH-PTP1; SHP1),Y536,,,P29350,
PP521,,PTPRA,Y798,,Receptor-type tyrosine-protein phosphatase alpha,P18433,NP_002827.1
PP522,,PTPRB,Y1981,,Receptor-type tyrosine-protein phosphatase beta,P23467,NP_002828.3
PP523,,PTPRF,Y1621,,Receptor-type tyrosine-protein phosphatase F,P10586,NP_002831.2
PP524,,PTPRK,Y916,,Receptor-type tyrosine-protein phosphatase kappa,Q15262,NP_001278913.1
PP526,,PTPRM,Y929,,Receptor-type tyrosine-protein phosphatase mu,P28827,NP_002836.3
PP527,,CD45 (PTPRC; Receptor-type tyrosine-protein phosphatase C),Y1216,,,P08575,
PP528,,HePTP (PTPN7),S143,,,P35236,
PP529,,PHLPP1 (PHLPP),Y1712+Y1713,,,O60346,
PP530,,PPP1CB (PP1/Cb),Y306,,,P62140,
PP531,,PTEN,Y315,,,P60484,
PP532,,PTPN1 (PTP1B),Pan-specific,,,P18031,
PP533,,PTPN1 (PTP1B),Y46,,,P18031,
PP534,,PTPN11 (PTP1D; PTP2C; SHP2; SHPTP2; Syp),Y546,,,Q06124,
PP535,,PTPN11 (PTP1D; PTP2C; SHP2; SHPTP2; Syp),Y584,,,Q06124,
PP536,,PTPN12 (PTP-PEST; PTPG1),S435,,,Q05209,
PP537,,PTPN23 (HD-PTP),Y1229,,,Q9H3S7,
PP538,,PTPN6 (PTP1C; SH-PTP1; SHP1),Y564,,,P29350,
PP539,,PTPRK (PTP-kappa),Y858,,,Q15262,
PP540,,PPPM1B (PP2Cb; PPM1B),Y367,,,O75688,
PP541,,PPP1CA (PP1/Ca),Y134+Y137,,,P62136,
PP542,,PPP1CA (PP1/Ca),Y306,,,P62136,
PP543,,PPP1R12A (MYPT1; MBS),Y496,,,O14974,
PP544,,PPP1R12A (MYPT1; MBS),Y766,,,O14974,
PP545,,PPP1R14B (PHI-1),T57,,,Q96C90,
PP546,,PPP1R14B (PHI-1),Y29,,,Q96C90,
PP547,,PPP1R16A (MYPT3),Y434,,,Q96I34,
PP548,,PPP1R1A (I-1; Inhibitor-1),T35,,,Q13522,
PP549,,PPP2CA (PP2A/Ca),Y284,,,P67775,
PP550,,PPP2R4 (PP2A subunit B'; PTPA),Y223,,,Q15257,
PP551,,PPP2R5D (2A5D; B56D),Y580,,,Q14738,
PP552,,PPP2R5E,Y99,,,Q16537,
PP553,,PPP6C,Y261,,,O00743,
PP554,,PTPRE (PTP-epsilon),Y696,,,P23469,
PP556,,PTEN,Y336,,,P60484,
R68320 610885,,Rb (RB1),Pan-specific,,,P06400,
S65720,,STI1,Pan-specific,,,P31948,
S65720 610835,,STI1,Pan-specific,,,P31948,
SC-7440,,Nek2,Pan-specific,,,P51955,
SMC-483D,,TRAK2,Pan-specific,,,O60296,
SOD-100,,SOD3 (Cu/Zn; ECSOD),Pan-specific,,,P08294,
SOD-110,,SOD2 (Mn-SOD),Pan-specific,,,P04179,
SPA-470,,HSP47 (Serpinh1),Pan-specific,,,P29043,
SPA-525,,HSP27 (HSP28; HSPB1),S15,,,P04792,
SPA-720,,ERP7 (ER protein PDIA4),Pan-specific,,,P13667,
SPA-725,,ERp57 (PDIA3),Pan-specific,,,P30101,
SPA-766,,ST13 (Hip),Pan-specific,,,P50502,
SPA-810,,HSP70 (Hsc70; Hsp71; HspA1A; HSX70),Pan-specific,,,P0DMV8,
SPA-825,,Grp75 (HspA9),Pan-specific,,,P38646,
SPA-851,,Grp94 (HSP90B1),Pan-specific,,,P14625,
SPA-875,,GroEL,Pan-specific,,,P10809,
T50320,,TRADD,Pan-specific,,,Q15628,
T50320 610573,,TRADD,Pan-specific,,,Q15628,
V47020,,DUSP3-1,Pan-specific,,,P51452,
WH000673M1,,B-Raf (clone 3C6),Pan-specific,,,P15056,
XBP-4085,,EGFR (ErbB1),Y1172,,,P00533,
XBP-4107,,FAK (PTK2),S722,,,Q05397,
XBP-4278,,Tau (MAPT),S713,,,P10636,
Y011004,,Elk1,S383,,,P19419,
Y011085,,VEGFR2 (KDR),Y1214,,,P35968,
Y011090,,CAV1 (Caveolin-1),Y14,,,Q03135,
Y011103,,PLCG1,Y783,,,P19174,
Y011108,,Tau (MAPT),T522 (T205),,,P10636,
Y011145,,MKK3 (MAP2K3; MEK3),S218,,,P46734,
Y011146,,MKK6 (MAP2K6; MEK6),S207,,,P52564,
Y011154,,PAK1 (PAKa),T212,,,Q13153,
Y011175,,PLCG2 (PLC R),Y753,,,P16885,
Y011179,,ASK1 (MAP3K5),S966,,,Q99683,
Y011228,,EGFR (ErbB1),Y1197,,,P00533,
Y011242,,BRCA1,S1423,,,P38398,
Y011255,,RelB,S552,,,Q01201,
Y011258,,Connexin 43 (Cx43; GJA1),S368,,,P17302,
Y011280,,PKR1 (PRKR; EIF2AK2),T446,,,P19525,
Y021059,,Bcl2,Pan-specific,,,P10415,
Y021108,,Tau,T522 (pT205),,,P10636,
Y021112,,CAV1 (Caveolin-1),Pan-specific,,,Q03135,
Y021215,,4E-BP1 (PHAS1),Pan-specific,,,Q13541,
Y021223,,4E-BP1 (PHAS1),T45,,,Q13541,
Y021247,,RelB,Pan-specific,,,Q01201,
Y021259,,SYN1 (Synapsin 1),Pan-specific,,,P17600,
Z24820 610240,,ZAP70,Pan-specific,,,P43403,
ab2057,,DAPK3 (DLK3; ZIPK),Pan-specific,,,O43293,
ab68268,,JAK2,Y1007+Y1008,,,O60674,
ab68418,,CD63,Pan-specific,,,P08962,
sc-102,,Rb (RB1),Pan-specific,,,P06400,
sc-10344,,PKG1a (PRKG1A),Pan-specific,,,Q13976,
sc-1061,,Cyclin C (CCNC),Pan-specific,,,P24863,
sc-1063-G,,CDKN2D (p19; p19 INK4d),Pan-specific,,,P55273,
sc-1078,,JAK3,Pan-specific,,,P52333,
sc-10787,,ERK3 (MAPK6),Pan-specific,,,Q16659,
sc-10805,,DLK (DAPK; ZPK; MAP3K12; MUK),Pan-specific,,,Q12852,
sc-1088,,MEKK2 (MAP3K2),Pan-specific,,,Q9Y2U5,
sc-1089,,MEK kinase-2,Pan-specific,,,Q9Y2U5,
sc-1107,,Btk,Pan-specific,,,Q06187,
sc-1199,,DUSP1 (MKP1; CL100; VH1),Pan-specific,,,P28562,
sc-1214,,ATM,Pan-specific,,,Q13315,
sc-1240,,Syk,Pan-specific,,,P43405,
sc-126,,TP53 (p53),Pan-specific,,Cellular tumor antigen p53,P04637,NP_000537.3
sc-12739,,CK2b1 (Casein Kinase IIb),Pan-specific,,,P68400,
sc-1284,,ERK5 (MAPK7; BMK),Pan-specific,,,Q13164,
sc-1285,,ERK5 (MAPK7; BMK),Pan-specific,,,Q13164,
sc-1287,,MEK5 (MAP2K5; MKK5),Pan-specific,,,Q13163,
sc-13063,,FXR (NR1H4),Pan-specific,,,Q96RI1,
sc-131,,Abl (Abl1),Pan-specific,,,P00519,
sc-13115,,HSP60 (HSPD1; CPN60),Pan-specific,,,P10809,
sc-13119,,HSP90a (HSP90AA1; HSP90; HSP86; HSPC; HSPCA; LAP2),Pan-specific,,,P07900,
sc-133102,,RIPK1 (RIP; RIPK),Pan-specific,,,Q13546,
sc-133132,,eIF2a,Pan-specific,,,Q9BY44,
sc-133233,,14-3-3 (KCIP-1),Pan-specific,,,P31946,
sc-13515,,HIF1a,Pan-specific,,,Q16665,
sc-13600,,PPP2CA (PP2A/Ca),Pan-specific,,,P67775,
sc-136542,,MEK1 (MAP2K1; MKK1),S222,,,Q02750,
sc-137220,,PRKAR2A (PRKAR2; PKR2),Pan-specific,,,P13861,
sc-137254,,SOD2 (Mn-SOD),Pan-specific,,,P04179,
sc-14,,Yes,Pan-specific,,,P07947,
sc-146,,TGFβ1,Pan-specific,,,P01137,
sc-1514,,PYK2 (PTK2B; FAK2),Pan-specific,,,Q14289,
sc-1521,,CDK8,Pan-specific,,,P49336,
sc-1526,,ZAP70,Pan-specific,,,P43403,
sc-1543,,CaMK1d,Pan-specific,,,Q8IU85,
sc-1544,,CaMK1a/d (CaMKI),Pan-specific,,,Q14012,
sc-16,,Fyn,Pan-specific,,,P06241,
sc-1620,,DUSP2 (PAC1),Pan-specific,,,Q05923,
sc-1621,,DUSP2 (PAC1),Pan-specific,,,Q05923,
sc-163,,CDK2,Pan-specific,,,P24941,
sc-1648,,JNK1 (MAPK8); JNK2 (MAPK9),Pan-specific,,,P45983,
sc-1657,,14-3-3 (KCIP-1),Pan-specific,,,P31946,
sc-166169,,PR (PGR; NR3C3),Pan-specific,,,P06401,
sc-166182,,p38a MAPK (MAPK14; CSBP; MXI2; SAPK2a),Y182,,,Q16539,
sc-166269,,Axl (UFO),Pan-specific,,,P30530,
sc-16662-R,,FAK (PTK2),S722,,,Q05397,
sc-166940,,Fos,Pan-specific,,,P01100,
sc-1677,,JAK1,Pan-specific,,,P23458,
sc-1680,,PKCt (PRKCQ; PKC-q; PKC-theta),Pan-specific,,,Q04759,
sc-1681,,PKCe (PRKCE),Pan-specific,,,Q02156,
sc-169,,TYK2,Pan-specific,,,P29597,
sc-1696,,Btk,Pan-specific,,,Q06187,
sc-177,,CDK6,Pan-specific,,,Q00534,
sc-17794,,ROCK1 (ROKb),Pan-specific,,,Q13464,
sc-17808,,PPP3CA (PP2B-Aa; Calcineurin Aa),Pan-specific,,,A0A0S2Z4C6,
sc-1842,,PKN1 (PRK1),Pan-specific,,,Q16512,
sc-1851,,Rock2,Pan-specific,,,O75116,
sc-1871,,PAK3 (PAKb),Pan-specific,,,O75914,
sc-1872,,PAK2 (PAKg),Pan-specific,,,Q13177,
sc-18842,,RGS9,S475 (mouse),,,O75916,
sc-19,,Src,Pan-specific,,,P12931,
sc-209,,PKCb (PRKCB1),Pan-specific,,,P05771,
sc-210,,PKCb2 (PRKCB2),Pan-specific,,,P05771,
sc-211,,PKCg (PRKCG),Pan-specific,,,P05129,
sc-213,,PKCd (PRKCD),Pan-specific,,,Q05655,
sc-214,,PKCe (PRKCE),Pan-specific,,,Q02156,
sc-214-G,,PKCe (PRKCE),Pan-specific,,,Q02156,
sc-215,,PKCh (PRKCH; PRKCeta),Pan-specific,,,P24723,
sc-216,,PKCz (PRKCZ),Pan-specific,,,Q05513,
sc-227,,Raf1 (c-Raf; RafC),Pan-specific,,,P04049,
sc-23,,Abl (Abl1),Pan-specific,,,P00519,
sc-230,,p70S6K (S6Ka; RPS6KB1),Pan-specific,,,P23443,
sc-231,,RSK1 (RPS6KA1; p90RSK),Pan-specific,,,Q15418,
sc-23764,,Shc1 (Shc),Y239+Y240,,,P29353,
sc-23896,,CDK4,Pan-specific,,,P11802,
sc-23954,,Calnexin (CANX),Pan-specific,,,P27824,
sc-245,,Cyclin B1 (CCNB1; CLNB1),Pan-specific,,,P14635,
sc-252,,MEKK1 (MAP3K1),Pan-specific,,,Q13233,
sc-260,,CDK4,Pan-specific,,,P11802,
sc-265,,GATA1,Pan-specific,,,P15976,
sc-271419,,IAP1 (BIRC2; API2),Pan-specific,,,Q13490,
sc-271682,,Cyclin A (CCNA; CLNA),Pan-specific,,,P78396,
sc-271748,,FADD,Pan-specific,,,Q13158,
sc-271903,,PPP2CA (PP2A/Ca),Y307 (mouse),,,P67775,
sc-271962,,PKCz (PRKCZ),T410,,,Q05513,
sc-277,,JAK1,Pan-specific,,,P23458,
sc-28351,,Cyclin E2 (CCNE2; CLNE2),Pan-specific,,,O96020,
sc-286,,Csk,Pan-specific,,,P41240,
sc-293128,,Bcl2,S70,,,P10415,
sc-293142,,PYK2 (PTK2B; FAK2),Y402,,,Q14289,
sc-294,,JAK2,Pan-specific,,,O60674,
sc-295,,JAK1,Pan-specific,,,P23458,
sc-302,,Myf-5,Pan-specific,,,P13349,
sc-313,,MEF2A,Pan-specific,,,Q02078,
sc-32020,,PKCi (PRKCiota)/PKCl (PRKClambda),Pan-specific,,,P41743,
sc-323,,ACK1 (TNK2),Pan-specific,,,Q07912,
sc-365483,,GSK3a,S21,,,P49840,
sc-365621,,MBP,T125,,,P02686,
sc-365884,,CRYAB (Crystallin aB; HspB5; CRYA2),S59,,,P02511,
sc-371,,IkBa (MAD3; IkBa),Pan-specific,,,P25963,
sc-373717,,Vimentin,Pan-specific,,,P08670,
sc-373800,,GSK3b,S9,,,P49841,
sc-373894,,Casein kinase IIa (E7),Pan-specific,,,P68400,
sc-374427,,FOXO1A (FKHR; FKHRL1),Pan-specific,,,Q12778,
sc-376142,,Raf1 (c-Raf; RafC),Pan-specific,,,P04049,
sc-376344,,PKCi (PRKCiota)/PKCl (PRKClambda),Pan-specific,,,P41743,
sc-376874,,LPIN1 (Lipin-1),Pan-specific,,,Q14693,
sc-377400,,EIF2AK3 (PERK; PEK; PKR),Pan-specific,,,Q9NZJ5,
sc-377515,,CDKN1A (p21; WAF1; Cip1; CAP20),S146,,,P38936,
sc-377567,,TP53 (p53),T155,,Cellular tumor antigen p53,P04637,NP_000537.3
sc-377569,,CDKN1A (p21; WAF1; Cip1; CAP20),T145,,,P38936,
sc-377576,,Bcl2,S87,,,P10415,
sc-390849,,DNAPK (PRKDC),Pan-specific,,,P78527,
sc-393163,,VGFR2,Pan-specific,,,P35968,
sc-397,,CDKN1A (p21; WAF1; Cip1; CAP20),Pan-specific,,,P38936,
sc-398015,,ERK5 (MAPK7; BMK),Pan-specific,,,Q13164,
sc-398519,,ROCK2 (ROKa),Pan-specific,,,O75116,
sc-40,,Myc (c-Myc),Pan-specific,,,P01106,
sc-407,,PLCG2 (PLC R),Pan-specific,,,P16885,
